DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6360;P6360S1;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5574058;1;2;1;60;50;1;;;50;1;1;;;1;;1;2;2;2;36;;1;;2;1000000;2;;;1;300000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;40;5;;1;;54;97;1;10;3;9700;1300000;50;215.38450912;
5574061;1;1;1;60;50;1;;;50;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;0;1;3;7;;1;1;2021;2;800000;1;;3;;3;2;12;90;;.;90;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;6;84;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;8;5;8;;1;;21;10;1;10;5;1081;800000;50;402.77795417;
5574061;1;2;1;60;50;1;;;50;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;1;12;6;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;5;3;;1;;53;10;1;10;6;1081;;50;402.77795417;
5574062;1;1;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;48;;1;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;2;1;35000;2;2;;;2;;;2;;;1;454000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;52;;.;0;1;;2;5;6;;1;;1;1;1;8;1;;;;;;;;;1;1;1;24;48;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;1;;1;;58;52;1;10;1;5221;908000;50;626.37359698;
5574062;1;5;1;60;50;1;;;50;1;2;1;;1;;1;1;1;1;250;;1;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;1;454000;1;908000;1;454000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;20;1;;;;;;;;;1;1;1;3;14;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;35;1;;1;;59;86;1;10;2;8610;908000;50;626.37359698;
5574063;1;1;1;60;50;1;;;50;1;1;;;1;;1;2;2;2;36;;1;;2;820000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;10;9;;1;;45;47;1;10;1;4721;820000;50;331.69086168;
5574064;1;2;1;60;50;1;;;50;1;2;2;12;1;;1;1;2;1;72;;2;;2;930000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;930000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;6;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;15;3;;1;;59;86;1;10;1;8610;930000;50;185.15383009;
5574064;1;4;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;24;;2;;2;930000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;930000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;60;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;2;;1;;45;47;1;10;1;4731;930000;50;185.15383009;
5574065;1;1;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;3;;1;;2;906000;2;;;2;;2;;2;;2;;2;;;1;105000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;9;72;;.;72;;;;5;9;;1;;1;1;1;1;1;;;;;;;;;1;1;1;3;7;4;;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;2;60;5;;1;;95;42;1;10;1;4290;906000;50;626.37359698;
5574066;1;1;1;60;50;1;;;50;2;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;10;1;;10;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;1;14;;3;;1;;45;56;1;10;6;5619;;50;553.30637227;
5574066;1;4;1;60;50;1;;;50;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;;1;;3;;5;2;12;40;;.;40;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;5;84;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;3;;1;;45;47;1;10;4;4719;;50;553.30637227;
5574066;1;5;1;60;50;1;;;50;2;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;3;120000;1;;3;;1;2;11;30;1;;30;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;2;2;1;2;2;1;14;;8;;1;1;41;56;1;10;4;5619;120000;50;553.30637227;
5574067;1;1;1;60;50;1;;;50;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;2;4000000;1;;3;;3;2;12;60;;.;60;;;;1;7;;1;;2;;;;;;;;;;;;1;1;2;1;0;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;30;2;;1;;21;74;1;10;4;7490;4000000;50;308.5449259;
5574068;1;1;1;60;50;1;;;50;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;5;;;;;3;180000;1;;3;;5;2;12;20;1;;20;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;5;1;;3;2;;;;;;;;1;48;1;1;2;;;;;;;;;;;;;1;2;1;2;2;1;3;15;3;;1;;45;47;1;10;4;4773;180000;50;624.46864448;
5574068;2;2;2;60;50;1;;;50;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400000;1;;3;;3;2;12;48;;.;40;6;;1;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;18;1;;1;2;;;;;;;;1;10;1;1;2;;;;;;;;;;;;;1;1;1;2;2;1;2;35;3;;1;;85;43;1;10;4;4321;400000;50;624.46864448;
5574069;1;1;1;60;50;1;;;50;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;1000000;1;;3;;3;2;12;70;;.;70;;;;1;3;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;1;;98;49;1;10;4;4921;1000000;50;594.40470699;
5574072;1;1;1;60;50;1;;;50;1;1;;;1;;1;2;2;2;12;;1;;2;280000;2;;;1;80000;2;;2;;2;;2;;;1;40000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;0;6;;2;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;4;;3;2;;;;;;;;1;20;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;1;50;8;;1;;53;93;1;10;1;9329;360000;50;234.81822443;
5574072;1;2;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;0;;1;;2;32000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;40;;.;40;;;;3;6;;2;;2;;;;;;;;;;;;1;2;2;1;24;6;3;;9;2;;;;;;;;2;;;;1;1;1;2;1;1;2;1;1;2;;1;1;2;2;2;2;2;1;14;;3;;1;1;45;56;1;10;1;5619;32000;50;234.81822443;
5574075;1;1;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;1;;1;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;5;7;;5;;2;;;;;;;;;;;;1;2;2;1;0;1;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;1;2;2;1;3;20;3;;1;;54;55;1;10;1;5511;600000;50;549.03899506;
5574075;1;2;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;4;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;7;60;;.;60;;;;2;7;;5;;2;;;;;;;;;;;;1;2;2;1;2;1;1;;1;2;;;;;;;;2;;;;1;2;1;1;1;2;2;2;2;2;;1;1;2;2;2;2;2;2;3;15;3;;1;1;58;52;1;10;1;5221;800000;50;549.03899506;
5574077;1;1;1;60;50;1;;;50;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;900000;1;;3;;1;1;12;60;;.;60;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;3;120;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;3;;1;;98;49;1;10;4;4921;900000;50;272.44967837;
5574077;1;2;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;24;;2;;2;930000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;930000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;2;1;7;1;;;;;;;;;1;1;1;0;60;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;35;2;;1;;54;88;1;10;1;8891;930000;50;272.44967837;
5574078;1;1;1;60;50;1;;;50;1;2;2;12;2;1;1;1;2;1;7;;2;;2;930000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;930000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;1;1;;;;;;;;;1;2;1;5;26;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;9;;1;;97;47;1;10;1;4719;930000;50;348.04606933;7810
5574078;1;2;1;60;50;1;;;50;1;1;;;1;;1;2;2;2;48;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;3;;2;;;;;;;;;;;;1;2;2;1;2;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;12;9;;1;;53;56;1;10;1;5611;800000;50;348.04606933;
5574079;1;1;1;60;50;1;;;50;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;60000;1;;3;;4;2;12;40;;.;40;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;8;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;45;56;1;10;4;5619;60000;50;256.37046142;
5574084;1;1;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;84;;2;;2;1800000;2;;;2;;2;;2;;2;;2;;;1;106000;1;1;35000;1;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;1;;1;2;1;10;1;;;;;;;;;1;1;1;0;60;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;1;;1;;30;46;1;10;1;4659;1800000;50;348.04606933;
5574085;1;1;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;7;;1;;2;1102000;2;;;2;;2;;2;;2;;2;;;1;102000;1;2;;;2;;;2;;;2;;;1;500000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;1;;1;1;1;6;1;;;;;;;;;1;1;1;0;12;4;;8;2;;;;;;;;2;;;;1;2;1;2;2;2;1;2;2;2;;1;1;2;2;1;2;1;1;11;20;5;;1;1;45;47;1;10;1;4773;1102000;50;310.24787385;
5574085;1;2;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;12;;1;;2;280000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;16;1;;12;6;;1;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;1;2;40;5;;1;;34;69;1;10;1;6910;280000;50;310.24787385;
5574086;1;1;1;60;50;1;;;50;1;2;2;3;1;;2;1;2;1;10;;3;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;1;454000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;48;;.;48;;;;7;7;;1;;1;2;1;4;1;;;;;;;;;1;1;1;15;16;1;;1;2;;;;;;;;2;;;;1;1;1;2;1;1;2;2;1;2;;1;2;2;2;1;2;2;1;11;15;8;;1;1;97;47;1;10;1;4752;908000;50;367.47978464;
5574087;1;1;1;60;50;1;;;50;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;3000000;1;;3;;4;2;12;30;2;;30;;;;1;1;;4;;2;;;;;;;;;;;;1;2;2;1;4;36;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;44;47;1;10;4;4791;3000000;50;367.47978464;
5574089;1;1;1;60;50;1;;;50;1;2;1;;1;;2;1;2;1;36;;2;;2;932000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;932000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;7;;1;;1;1;1;18;1;;;;;;;;;1;1;1;4;108;1;;8;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;1;2;;2;1;2;2;1;2;2;1;13;15;8;;1;1;93;71;1;10;1;7111;932000;50;256.37046142;
5574091;1;2;1;60;50;1;;;50;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;300000;1;;3;;3;1;12;48;;.;48;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;24;60;3;;10;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;1;2;2;2;2;1;1;14;;8;;1;1;79;95;1;10;4;9529;300000;50;210.17294786;
5574096;1;1;1;60;50;1;;;50;2;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;650000;1;;3;;1;1;10;48;;.;48;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;12;24;1;;2;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;2;2;;1;1;2;2;1;2;2;1;2;45;8;;1;1;55;81;1;10;4;8121;650000;50;159.08225045;
5574096;1;2;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;1;;1;;2;950000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;84;;.;84;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;1;1;2;2;2;2;2;;1;1;2;2;2;2;2;1;6;10;8;;1;1;53;45;1;10;1;4520;950000;50;159.08225045;
5574100;1;1;1;60;52;1;;;52;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;1000000;1;;3;;1;1;12;60;;.;60;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;3;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;41;47;1;10;4;4711;1000000;52;114.62574237;
5574101;1;2;1;60;52;1;;;52;1;2;1;;1;;1;1;1;1;180;;5;;1;6200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3100000;1;6200000;1;3100000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;23;3;HORARIO ESTABLECIDO POR LA SECRETARIA DE EDUCACION;23;;;;9;1;;1;;1;3;1;18;1;;;;;;;;;1;1;1;0;36;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;13;85;1;10;2;8530;6200000;52;141.64464965;
5574101;1;4;1;60;52;1;;;17;1;2;2;12;2;4;1;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;3;800000;1;;3;;3;2;12;10;2;;10;;;;9;1;;1;;1;1;2;2;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;13;65;1;10;4;6523;800000;52;141.64464965;8551
5574102;1;1;1;60;52;1;;;52;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;100000;1;;1;;1;2;12;3;2;;3;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;60;120;1;;2;2;;;;;;;;1;15;2;1;2;;;;;;;;;;;;;1;1;1;1;2;1;14;;3;;1;;16;90;1;10;4;9005;100000;52;211.4325884;
5574102;1;2;1;60;52;1;;;52;1;2;2;2;1;;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;1200000;1;;1;;1;1;12;40;;.;40;;;;9;5;;1;;1;1;2;5;;;;;;;;;1;1;2;1;0;2;1;;1;1;52;2;4;;900000;1;1;1;10;1;2;2;;;;;;;;;;;;;1;1;2;2;2;1;3;20;2;;1;;39;84;1;10;4;8412;2100000;52;211.4325884;
5574102;1;3;1;60;52;1;;;52;1;2;1;;1;;1;1;2;1;48;;5;;1;1200000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;877000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;5;5;;1;;1;2;1;4;;;;;;;;;1;1;1;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;2;;1;;45;47;1;10;1;4711;1200000;52;211.4325884;
5574103;1;1;1;60;52;1;;;52;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;7;;2;;;1;500000;1;;3;;6;2;12;60;;.;60;;;;2;7;;1;;1;2;2;25;1;;;1;;;;;;1;2;1;0;144;1;;10;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;1;2;1;1;1;2;1;1;8;10;2;;1;1;41;45;1;10;5;4520;500000;52;166.59039713;
5574104;1;2;1;60;52;1;;;52;1;2;2;12;1;;2;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;1800000;1;;3;;1;1;12;44;;.;44;;;;4;7;;1;;1;2;2;2;1;;;;;;;;;1;2;1;0;36;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;15;3;;1;;33;69;1;10;4;6910;1800000;52;184.22308693;
5574105;1;1;1;60;52;1;;;52;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;6;0;0;3;7;;1;1;2021;1;2000000;1;;3;;3;2;12;50;;.;50;;;;4;7;;1;;1;2;2;15;1;;;;;;;;;1;1;1;0;108;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;3;3;;1;;21;85;1;10;5;8512;2000000;52;425.58521456;
5574105;1;2;1;60;52;1;;;52;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;800000;1;;3;;3;2;12;40;;.;40;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;16;94;1;10;4;9412;800000;52;425.58521456;
5574105;1;3;1;60;52;1;;;52;1;2;1;;1;;1;2;2;1;24;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106000;2;1;39000;2;2;;;2;;;2;;;1;877803;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;25;2;;0;1;;2;4;7;;1;;1;2;1;1;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;3;4;3;;1;;13;85;1;10;1;8512;908526;52;425.58521456;
5574106;1;1;1;60;52;1;;;52;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;2;900000;1;;3;;1;2;12;60;;.;60;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;4;;8;2;;;;;;;;1;14;1;1;2;;;;;;;;;;;;;2;2;2;2;1;1;3;1;3;;1;;38;61;1;10;4;6190;900000;52;160.20418083;
5574106;1;2;1;60;52;1;;;52;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;20;1;;20;;;;2;1;;2;;2;;;;;;1;;;;;;;2;2;1;0;60;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;1;1;14;;5;;1;;38;61;1;10;6;6190;;52;160.20418083;
5574107;1;1;1;60;52;1;;;52;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;;;;;2;500000;1;;3;;10;1;12;42;;.;42;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;18;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;14;;5;;1;;45;47;1;10;4;4792;500000;52;132.99467936;
5574108;1;2;1;60;52;1;;;52;1;2;2;12;1;;1;1;2;1;84;;1;;2;1240000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;877803;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;46;;.;0;1;;2;9;7;;1;;1;1;1;7;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;3;;1;;59;86;1;10;1;8610;1240000;52;132.06783799;
5574108;1;3;1;60;52;1;;;52;1;2;2;2;1;;1;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;1800000;1;;3;;1;1;4;36;2;;36;;;;9;7;;1;;1;2;2;0;1;;;;;;;;;1;2;1;0;3;4;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;1;1;2;30;3;;1;1;19;88;1;10;4;8891;1800000;52;132.06783799;
5574112;1;2;1;60;52;1;;;52;1;2;1;;1;;1;1;1;1;216;;2;;2;1800000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;900000;1;1800000;1;900000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;2;1;18;1;;;;;;;;;1;1;1;8;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;3;;1;;55;84;1;10;2;8412;1800000;52;166.59039713;
5574114;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;2;1;180;;2;;2;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;70000;2;2;;;2;;;2;;;1;1400000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;2;1;15;1;;1;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;2;12;8;3;;1;;39;86;1;10;1;8610;1500000;52;321.20571471;
