DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,FT,DPTO,fex_c_2011
5418393,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,119.06323338
5418394,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,89.804519074
5418395,1,1,1,50,15,1,,,2,5,,,,,,,,,,,,,,04,1,15,110.47844705
5418395,1,2,1,50,15,1,,,2,4,,2,2,2,2,1,10,,,,,,,04,1,15,110.47844705
5418397,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,158.73117583
5418397,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,158.73117583
5418397,1,3,1,50,15,1,2,,3,2,,2,2,2,1,,,,,,,,1,04,1,15,158.73117583
5418398,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,15,115.73630856
5418399,1,1,1,50,15,1,,,1,2,,2,1,,,,,,,,,,,04,1,15,138.35180861
5418400,1,1,1,50,15,1,1,,1,2,,2,2,2,1,,,,,,,,1,04,1,15,124.75145604
5418400,1,2,1,50,15,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,15,124.75145604
5418400,1,3,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,124.75145604
5418401,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,111.06306534
5418401,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,111.06306534
5418402,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,91.462229055
5418402,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,91.462229055
5418402,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,91.462229055
5418403,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,119.06323338
5418403,1,2,1,50,15,1,,,2,4,,2,2,2,2,1,2,,2,,2,,,04,1,15,119.06323338
5418404,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,89.804519074
5418405,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,117.52362351
5418405,1,2,1,50,15,1,,,2,3,,2,2,2,2,1,3,,2,,2,,,04,1,15,117.52362351
5418406,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,208.39897065
5418406,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,208.39897065
5418406,1,5,1,50,15,1,,,5,1,,,,,,,,,,,,,,04,1,15,208.39897065
5418407,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,111.83540085
5418408,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,110.47844705
5418408,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,110.47844705
5418409,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,131.73699332
5418409,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,131.73699332
5418409,1,3,1,50,15,1,,,3,1,,,,,,,,,,,,,,04,1,15,131.73699332
5418410,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,138.35180861
5418411,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,134.32129592
5418411,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,134.32129592
5418412,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,15,97.804687113
5418413,1,1,1,50,15,1,,,1,4,,2,2,2,2,1,10,,,,,,,04,1,15,163.8821938
5418413,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,163.8821938
5418414,1,1,1,50,17,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,17,253.22924698
5418414,1,2,1,50,17,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,253.22924698
5418414,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,253.22924698
5418414,1,5,1,50,17,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,17,253.22924698
5418414,1,6,1,50,17,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,17,253.22924698
5418415,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,189.92782956
5418415,1,2,1,50,17,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,189.92782956
5418415,1,3,1,50,17,1,,,3,5,,,,,,,,,,,,,,04,1,17,189.92782956
5418416,1,1,1,50,17,1,6,,1,2,,2,2,2,1,,,,,,,,1,04,1,17,174.1245783
5418416,1,2,1,50,17,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,174.1245783
5418417,1,1,1,50,17,1,,,1,5,,,,,,,,,,,,,,04,1,17,208.6865642
5418417,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,208.6865642
5418418,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,328.46871041
5418418,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,17,328.46871041
5418418,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,328.46871041
5418418,1,4,1,50,17,1,,,4,1,,,,,,,,,,,,,,04,1,17,328.46871041
5418418,1,5,1,50,17,1,,,5,4,,2,2,2,2,2,,,,,,,,04,1,17,328.46871041
5418419,1,1,1,50,17,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,17,210.9195356
5418420,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,199.4595803
5418420,1,2,1,50,17,1,,,2,6,VER NOVELAS,2,2,2,2,2,,,,,,,,04,1,17,199.4595803
5418420,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,199.4595803
5418421,1,1,1,50,17,1,,,1,5,,,,,,,,,,,,,,04,1,17,390.58227353
5418421,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,390.58227353
5418421,1,3,1,50,17,1,,,3,5,,,,,,,,,,,,,,04,1,17,390.58227353
5418421,1,4,1,50,17,1,2,,4,2,,2,2,2,1,,,,,,,,1,04,1,17,390.58227353
5418422,1,1,1,50,17,1,1,,1,2,,2,2,2,1,,,,,,,,1,04,1,17,373.27531037
5418422,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,17,373.27531037
5418422,1,3,1,50,17,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,17,373.27531037
5418423,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,110.07325975
5418423,1,2,1,50,17,1,1,,2,2,,2,2,2,1,,,,,,,,1,04,1,17,110.07325975
5418423,1,3,1,50,17,1,,,3,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,110.07325975
5418424,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,174.1245783
5418424,1,2,1,50,17,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,174.1245783
5418425,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,154.6551613
5418425,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,154.6551613
5418425,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,154.6551613
5418426,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,210.9195356
5418427,1,1,1,50,17,1,,,1,6,PASEAR,2,2,2,2,2,,,,,,,,04,1,17,199.15481346
5418427,1,2,1,50,17,1,,,2,2,,1,,,,,,,,,,,,04,1,17,199.15481346
5418428,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,183.35156219
5418429,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,235.94977076
5418430,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,183.35156219
5418431,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,117.860204
5418431,1,2,1,50,17,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,117.860204
5418431,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,117.860204
5418431,1,4,1,50,17,1,1,,4,2,,2,2,2,1,,,,,,,,1,04,1,17,117.860204
5418432,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,210.9195356
5418433,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,143.47168078
5418433,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,143.47168078
5418433,1,3,1,50,17,1,,,3,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,143.47168078
5418434,1,1,1,50,17,1,,,1,6,DECANSAR,2,2,2,2,2,,,,,,,,04,1,17,110.07325975
5418434,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,110.07325975
5418434,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,110.07325975
5418434,1,4,1,50,17,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,17,110.07325975
5418435,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,183.35156219
5418436,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,196.50409694
5418436,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,196.50409694
5418436,1,3,1,50,17,1,,,3,4,,2,2,2,2,2,,,,,,,,04,1,17,196.50409694
5418436,1,4,1,50,17,1,,,4,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,196.50409694
5418436,1,5,1,50,17,1,1,,5,2,,2,2,2,1,,,,,,,,1,04,1,17,196.50409694
5418437,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,110.07325975
5418437,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,110.07325975
5418437,1,3,1,50,17,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,17,110.07325975
5418437,1,4,1,50,17,1,,,4,1,,,,,,,,,,,,,,04,1,17,110.07325975
5418438,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,343.17251972
5418439,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,440.29303899
5418439,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,440.29303899
5418439,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,440.29303899
5418440,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,240.56954151
5418440,1,2,1,50,17,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,17,240.56954151
5418441,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,210.9195356
5418442,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,148.07889393
5418443,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,163.8821452
5418443,1,2,1,50,17,1,1,,2,2,,2,2,2,1,,,,,,,,1,04,1,17,163.8821452
5418444,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,234.44605887
5418445,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,164.8975944
5418445,1,2,1,50,17,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,164.8975944
5418445,1,3,1,50,17,1,,,3,4,,2,2,2,2,2,,,,,,,,04,1,17,164.8975944
5418446,1,1,1,50,17,1,2,,1,4,,2,2,2,1,,,,,,,,1,04,1,17,178.74434904
5418446,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,178.74434904
5418446,1,3,1,50,17,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,17,178.74434904
5418447,1,1,1,50,17,1,1,,1,4,,2,2,2,1,,,,,,,,2,04,1,17,120.97626286
5418447,1,2,1,50,17,1,1,,2,6,DESCANSAR,2,2,2,1,,,,,,,,1,04,1,17,120.97626286
5418447,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,120.97626286
5418447,1,4,1,50,17,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,17,120.97626286
5418447,1,5,1,50,17,1,2,,5,2,,2,2,2,1,,,,,,,,1,04,1,17,120.97626286
5418448,1,1,1,50,17,1,,,1,2,,1,,,,,,,,,,,,04,1,17,125.58347601
5418448,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,125.58347601
5418448,1,3,1,50,17,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,17,125.58347601
5418449,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,148.07889393
5418450,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,176.67797269
5418450,1,2,1,50,17,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,17,176.67797269
5418450,1,3,1,50,17,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,17,176.67797269
5418451,1,1,1,50,17,1,2,,1,2,,2,2,2,1,,,,,,,,1,04,1,17,148.07889393
5418452,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,235.94977076
5418453,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,163.8821452
5418453,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,163.8821452
5418454,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,148.07889393
5418455,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,349.46041644
5418455,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,349.46041644
5418455,1,5,1,50,17,1,,,5,6,VER NOVELAS,2,2,2,2,2,,,,,,,,04,1,17,349.46041644
5418456,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,17,364.04832647
5418456,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,364.04832647
5418456,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,364.04832647
5418456,1,4,1,50,17,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,17,364.04832647
5418457,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,235.94977076
5418458,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,168.50191594
5418458,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,04,1,17,168.50191594
5418458,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,04,1,17,168.50191594
5418459,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,261.28477277
5418459,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,17,261.28477277
5418460,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,265.90454351
5418460,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,17,265.90454351
5418460,1,3,1,50,17,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,17,265.90454351
5418461,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,358.97577099
5418461,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,17,358.97577099
5418462,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,111.28393663
5418462,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,17,111.28393663
5418463,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,04,1,17,254.86908089
5418463,1,2,1,50,17,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,17,254.86908089
5418463,1,3,1,50,17,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,17,254.86908089
5418464,1,1,1,50,18,1,2,,1,2,,2,2,2,1,,,,,,,,1,04,1,18,124.18744316
5418464,1,2,1,50,18,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,18,124.18744316
5418464,1,3,1,50,18,1,1,,3,4,,2,2,2,1,,,,,,,,1,04,1,18,124.18744316
5418464,1,4,1,50,18,1,2,,4,4,,2,2,2,1,,,,,,,,1,04,1,18,124.18744316
5418465,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,116.96512656
5418465,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,04,1,18,116.96512656
5418465,1,3,1,50,18,1,,,3,1,,,,,,,,,,,,,,04,1,18,116.96512656
5418465,1,5,1,50,18,1,,,5,1,,,,,,,,,,,,,,04,1,18,116.96512656
5418465,1,6,1,50,18,1,,,6,4,,2,2,2,2,2,,,,,,,,04,1,18,116.96512656
5418466,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,18,93.555420619
5418467,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,84.173062054
5418467,1,2,1,50,18,1,2,,2,3,,2,2,2,1,,,,,,,,1,04,1,18,84.173062054
5418467,1,3,1,50,18,1,,,3,4,,2,2,2,2,2,,,,,,,,04,1,18,84.173062054
5418468,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,53.984235997
5418468,1,2,1,50,18,1,2,,1,3,,2,2,2,1,,,,,,,,1,04,1,18,53.984235997
5418469,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,126.71429893
5418470,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,18,158.22947656
5418470,1,2,1,50,18,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,18,158.22947656
5418470,1,3,1,50,18,1,1,,1,2,,2,2,2,1,,,,,,,,1,04,1,18,158.22947656
5418470,1,8,1,50,18,1,,,8,4,,2,2,2,2,2,,,,,,,,04,1,18,158.22947656
5418471,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,18,62.618343036
5418472,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,50.819015734
5418472,1,2,1,50,18,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,18,50.819015734
5418473,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,47.890915521
5418473,1,2,1,50,18,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,18,47.890915521
5418473,1,3,1,50,18,1,2,,3,2,,2,2,2,1,,,,,,,,1,04,1,18,47.890915521
5418473,1,4,1,50,18,1,,,4,4,,2,2,2,2,2,,,,,,,,04,1,18,47.890915521
5418473,1,5,1,50,18,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,18,47.890915521
5418473,1,6,1,50,18,1,,,2,5,,,,,,,,,,,,,,04,1,18,47.890915521
5418474,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,109.76303886
5418475,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,132.82615989
5418475,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,04,1,18,132.82615989
5418476,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,18,47.890915521
5418476,1,2,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,47.890915521
5418476,1,3,1,50,18,1,,,1,6,VIAJANDO,2,2,2,2,2,,,,,,,,04,1,18,47.890915521
5418476,1,4,1,50,18,1,,,4,4,,2,2,2,2,2,,,,,,,,04,1,18,47.890915521
5418477,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,18,62.618343036
5418478,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,47.890915521
5418478,1,3,1,50,18,1,,,3,1,,,,,,,,,,,,,,04,1,18,47.890915521
5418479,1,1,1,50,18,1,,,1,4,,2,2,2,2,1,11,,,,,,,04,1,18,62.618343036
5418480,1,1,1,50,18,1,,,1,4,,2,2,2,2,1,11,,,,,,,04,1,18,76.599550853
5418480,1,2,1,50,18,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,18,76.599550853
5418481,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,149.77741996
5418481,1,2,1,50,18,1,,,2,4,,2,2,2,2,1,10,,,,,,,04,1,18,149.77741996
5418482,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,18,91.324400503
5418482,1,2,1,50,18,1,,,1,6,DESCANSANDO,2,2,2,2,1,2,,1,1,,2,1,04,1,18,91.324400503
5418482,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,18,91.324400503
5418483,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,123.74424668
5418483,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,04,1,18,123.74424668
5418484,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,47.890915521
5418484,1,2,1,50,18,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,18,47.890915521
5418484,1,3,1,50,18,1,,,3,1,,,,,,,,,,,,,,04,1,18,47.890915521
5418484,1,4,1,50,18,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,18,47.890915521
5418484,1,6,1,50,18,1,,,6,1,,,,,,,,,,,,,,04,1,18,47.890915521
5418484,1,7,1,50,18,1,,,7,3,,2,2,2,2,2,,,,,,,,04,1,18,47.890915521
5418485,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,106.10432476
5418485,1,2,1,50,18,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,18,106.10432476
5418485,1,3,1,50,18,1,,,1,6,RECUPERACION DE CIRUGIA,2,2,2,2,1,11,,,,,,,04,1,18,106.10432476
5418485,1,4,1,50,18,1,,,1,6,ENFERMO DE CANCER,2,2,2,2,2,,,,,,,,04,1,18,106.10432476
5418486,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,128.89617945
5418486,1,2,1,50,18,1,,,2,4,,2,2,2,2,1,2,,2,,2,,,04,1,18,128.89617945
5418486,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,18,128.89617945
5418487,1,1,1,50,18,1,,,1,4,,2,2,2,2,1,11,,,,,,,04,1,18,51.428414317
5418487,1,3,1,50,18,1,,,1,6,ENFERMA,2,2,2,2,2,,,,,,,,04,1,18,51.428414317
5418487,1,4,1,50,18,1,,,1,4,,2,2,2,2,1,8,,1,2,,,,04,1,18,51.428414317
5418488,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,94.1156796
5418488,1,2,1,50,18,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,18,94.1156796
5418488,1,3,1,50,18,1,,,3,1,,,,,,,,,,,,,,04,1,18,94.1156796
5418488,1,4,1,50,18,1,,,4,4,,2,2,2,2,1,4,,2,,1,4,1,04,1,18,94.1156796
5418488,1,5,1,50,18,1,,,5,3,,2,2,2,2,1,4,,2,,2,,,04,1,18,94.1156796
5418488,1,6,1,50,18,1,,,6,3,,2,2,2,2,2,,,,,,,,04,1,18,94.1156796
5418489,1,1,1,50,18,1,,,1,4,,2,2,2,2,1,10,,,,,,,04,1,18,47.890915521
5418489,1,2,1,50,18,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,18,47.890915521
5418489,1,3,1,50,18,1,,,1,1,,,,,,,,,,,,,,04,1,18,47.890915521
5418490,1,1,1,50,18,1,1,,1,6,DESCANSANDO,2,2,2,1,,,,,,,,1,04,1,18,112.43264576
5418490,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,04,1,18,112.43264576
5418491,1,1,1,50,19,1,,,1,5,,,,,,,,,,,,,,04,1,19,104.45178417
5418492,1,1,1,50,19,1,2,,1,6,OCIO,2,2,2,1,,,,,,,,1,04,1,19,131.17116821
5418492,1,2,1,50,19,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,19,131.17116821
5418493,1,1,1,50,19,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,19,131.27842383
5418493,1,2,1,50,19,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,19,131.27842383
5418493,1,3,1,50,19,1,,,3,1,,,,,,,,,,,,,,04,1,19,131.27842383
5418494,1,1,1,50,19,1,,,1,1,,,,,,,,,,,,,,04,1,19,99.392143843
5418494,1,3,1,50,19,1,,,1,1,,,,,,,,,,,,,,04,1,19,99.392143843
5418495,1,1,1,50,19,1,,,1,6,DESCANSANDO,1,,,,,,,,,,,,04,1,19,183.36846329
5418495,1,2,1,50,19,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,19,183.36846329
5418495,1,3,1,50,19,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,19,183.36846329
5418496,1,1,1,50,19,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,19,131.27842383
5418496,1,2,1,50,19,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,19,131.27842383
5418496,1,3,1,50,19,1,,,3,1,,,,,,,,,,,,,,04,1,19,131.27842383
5418497,1,1,1,50,19,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,19,145.65997568
5418497,1,2,1,50,19,1,,,1,1,,,,,,,,,,,,,,04,1,19,145.65997568
5418498,1,1,1,50,19,1,,,1,1,,,,,,,,,,,,,,04,1,19,144.88198973
5418499,1,1,1,50,19,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,19,155.57868203
5418499,1,2,1,50,19,1,1,,2,6,OCIO,2,2,2,1,,,,,,,,1,04,1,19,155.57868203
5418499,1,4,1,50,19,1,,,4,6,OCIO,1,,,,,,,,,,,,04,1,19,155.57868203
5418500,1,1,1,50,19,1,,,2,1,,,,,,,,,,,,,,04,1,19,171.11183455
5418500,1,2,1,50,19,1,,,2,4,,1,,,,,,,,,,,,04,1,19,171.11183455
5418501,1,1,1,50,19,1,,,1,4,,1,,,,,,,,,,,,04,1,19,109.93330987
5418502,1,1,1,50,19,1,,,1,1,,,,,,,,,,,,,,04,1,19,118.24380915
5418503,1,1,1,50,19,1,,,1,1,,,,,,,,,,,,,,04,1,19,104.45178417
5418504,1,1,1,50,19,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,19,99.008348276
5418504,1,2,1,50,19,1,,,2,5,,,,,,,,,,,,,,04,1,19,99.008348276
5418504,1,3,1,50,19,1,,,3,1,,,,,,,,,,,,,,04,1,19,99.008348276
5418505,1,1,1,50,19,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,19,90.070232325
5418505,1,2,1,50,19,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,19,90.070232325
5418506,1,1,1,50,19,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,19,87.348514378
5418506,1,2,1,50,19,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,19,87.348514378
5418506,1,3,1,50,19,1,,,3,1,,,,,,,,,,,,,,04,1,19,87.348514378
5418507,1,1,1,50,19,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,19,90.070232325
5418507,1,2,1,50,19,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,04,1,19,90.070232325
5418508,1,1,1,50,19,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,19,182.95923235
